Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
2434878105,"May 19, 2019, 4:22:59 AM",Night Run,Run,,1283,0,,,false,,,activities/2587897944.tcx.gz,,,,1283.0,,0.0,,,,,,0.0,0.0,,,62.0,59.59090805053711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878107,"May 16, 2019, 4:33:34 AM",Night Run,Run,,1521,0,,,false,,,activities/2587897945.tcx.gz,,,,1521.0,,0.0,,,,,,0.0,0.0,,,63.0,60.07758712768555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878112,"May 10, 2019, 3:56:43 AM",Evening Run,Run,,1224,0,,,false,,,activities/2587897941.tcx.gz,,,,1224.0,,0.0,,,,,,0.0,0.0,,,61.0,60.02189636230469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878114,"May 30, 2019, 1:45:48 AM",Evening Run,Run,,1804,2.57,,,false,,,activities/2587897933.gpx.gz,,,,1327.0,2578.10009765625,9.399999618530273,,19.426666259765625,17.926700592041016,-2.5999999046325684,7.599999904632568,6.699999809265137,0.058182381093502045,,,89.0,76.64962005615234,,,,,,,,,,,,,,,,,,,,,,,,2614.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,1922.300048828125,,,,,,,,,,,,""
2434878116,"Mar 18, 2019, 4:04:05 AM",Night Run,Run,,1493,0,,,false,,,activities/2587897943.tcx.gz,,,,1493.0,,0.0,,,,,,0.0,0.0,,,120.0,61.9523811340332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878119,"May 3, 2019, 1:10:26 AM",Evening Run,Run,,1801,2.94,,,false,,,activities/2587897929.gpx.gz,,,,1763.0,2945.39990234375,2.0999999046325684,,39.674285888671875,,26.299999237060547,66.4000015258789,6.300000190734863,-0.0033951245713979006,,,123.0,65.0826187133789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878121,"Mar 20, 2019, 2:50:11 AM",Evening Run,Run,,984,0,,,false,,,activities/2587897946.tcx.gz,,,,984.0,,0.0,,,,,,0.0,0.0,,,61.0,59.93814468383789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878122,"Apr 4, 2019, 3:50:36 AM",Evening Run,Run,,943,0,,,false,,,activities/2587897928.tcx.gz,,,,943.0,,0.0,,,,,,0.0,0.0,,,73.0,60.83687973022461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878126,"Apr 25, 2019, 1:38:15 AM",Evening Run,Run,,1972,2.81,,,false,,,activities/2587897926.gpx.gz,,,,1918.0,2814.800048828125,2.9000000953674316,,4.606666564941406,,5.300000190734863,10.199999809265137,3.700000047683716,-0.003552650334313512,,,119.0,63.418949127197266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878129,"Apr 12, 2019, 7:10:30 PM",Lunch Run,Run,,1077,0,,,false,,,activities/2587897922.tcx.gz,,,,1077.0,,0.0,,,,,,0.0,0.0,,,68.0,61.20754623413086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
